DATASET,DOCUMENT,LLM_NAME,TYPE,REPLY,TIME,COST,GROUND_TRUTH
museo,OFI_MNCR-DAF-AC-034-2025 RH.md,google/gemma-2b-it,local,**informes**estaseriedocumentalpertenecealtipodeinformaciónde**informes**.,0.863364199991338,9e-06,expedientes de trámites laborales
museo,OFI_MNCR-DAH-214-2025 avance en inventario de mapas.md,google/gemma-2b-it,local,**seriedocumental:**inventariodemapasyplanosdelarchivodeinvestigación**nombredeldocumento:**informesobreelinventariodemapasyplanosdelarchivodeinvestigación**descripcióndeldocumento:**estedocumentodescribeelprocesodeinventarioydigitalizacióndelosmapasyplanosdelarchivodeinvestigacióndelmuseonacionaldecostarica.,2.2974968000053195,2.5e-05,correspondencia
museo,OFI_MNCR-DG-030-2025 _envio transferencia T01-2025.md,google/gemma-2b-it,local,"laseriedocumentalpermitidaes:**informes**.eldocumentodescribelatransferenciade128unidadesdocumentalesalarchivocentral,quecorrespondenadocumentostextualescustodiadosenladireccióngeneral.",1.5485625000001164,1.7e-05,expedientes de transferencias de documentos
museo,OFI_MNCR-DG-031-2025_salida cajas.md,google/gemma-2b-it,local,**seriesdocumental:**informes**nombredeldocumento:**salidadecajas,0.6827667999896221,7e-06,expedientes de transferencias de documentos
museo,OFI_MNCR-DG-036-2025_Colección_Henry_Pitter.md,google/gemma-2b-it,local,"laseriedocumentalpermitidaes""informes"".eldocumentodescribelasolicitudparalacoleccióndedocumentosypublicacionesdelmuseonacionaldecostaricaparapostularaladeclaratoriamemoriadelmundo-costarica.",1.641750299997511,1.8e-05,expedientes de proyectos y programas institucionales
museo,OFI_MNCR-DG-222-2025 carta recomendación Sofía Irola.md,google/gemma-2b-it,local,laseriedocumentalpermitidaes:**informes**.eldocumentodescribelaparticipacióndelafuncionariasofíairolarojasenelcongresoica2025yeltallerdepatrimoniodocumental.,1.5421537999936843,1.7e-05,expedientes de trámites laborales
museo,OFI_MNCR-DG-314-2025_uso vehículo Institucional.md,google/gemma-2b-it,local,"laseriedocumentalpermitidaes**""informesdegestióndocumental""**.",0.5976408999995328,7e-06,expedientes de trámites laborales
museo,OFI_MNCR-DPM-180-2025.md,google/gemma-2b-it,local,"**seriesdocumental:**informes**nombredeldocumento:**transferenciadocumentalarchivocentral,t05-2025",1.0161791999998968,1.1e-05,expedientes de transferencias de documentos
museo,OFI_MNCR-JA-117-2025 DG Resguardo de archivos del MNCR Act 07 Ac 09-firmado.md,google/gemma-2b-it,local,"**seriesdocumental:**informes**nombredeldocumento:**comunicacióndeacuerdon°09,sesiónextraordinarian°07-2025",1.2937941999989562,1.4e-05,correspondencia
museo,OFI_MNCR-JA-311-2025 convenio medio ambiente reciclaje.md,google/gemma-2b-it,local,**seriedocumental:**informes**nombredeldocumento:**comunicacióndeacuerdon°10sesiónordinarian°27-2025**descripcióndeldocumento:**estaseriedocumentalcontieneinformessobreelconveniodecolaboraciónenmateriaambientalyreciclajeentreelmuseonacionaldecostarica,2.3085507999931,2.5e-05,expedientes de proyectos y programas institucionales
museo,Planificación EVALUACIÓN DEL DESEMPEÑO SIR 2025.md,google/gemma-2b-it,local,**seriesdocumentalespermitidas**informesinformes,1.0261086999962572,1.1e-05,expedientes de trámites laborales
museo,PRO_ MNCR-DAF-AC-001-2025 Proyecto Archivo Digital.md,google/gemma-2b-it,local,"**seriedocumental:informesdegestióndedocumentoselectrónicos**eldocumentopertenecealaseriedocumental""informesdegestióndedocumentoselectrónicos"",queserefierealagestióndedocumentoselectrónicosporpartedelasinstitucionespúblicas.",1.689103700002306,1.8e-05,expedientes de proyectos y programas institucionales
museo,Recomendaciones_atención_material_gráfico_MNCR.md,google/gemma-2b-it,local,**seriesdocumental:**informes**descripcióndeldocumento:**guíaparalaelaboracióndecontenedoresparapatrimoniodocumentalybibliográfico.,1.0667785999976331,1.2e-05,correspondencia
museo,RNMM-034-2025.md,google/gemma-2b-it,local,**informesdeinvestigación**eldocumentopertenecealacategoríade**informesdeinvestigación**.,0.8335556999954861,9e-06,correspondencia
museo,RNMM-036-2025.md,google/gemma-2b-it,local,**seriesdocumental:**informesdeinvestigaciónrealizadosporfuncionariosdelarchivonacional**descripción:**eldocumentocontieneinformaciónsobreinvestigacionesrealizadasporfuncionariosdelarchivonacional.,1.1716810000070836,1.3e-05,correspondencia
museo,Seguimiento EVALUACIÓN DEL DESEMPEÑO SIR 2025.md,google/gemma-2b-it,local,"**seriesdocumentalespermitidas**eldocumentopertenecealaseriedocumental**serviciosdefacilidadydesarrollodelagestióndocumental**,dentrodelejeestratégicopolítico**públicadelapersonajoven**.",1.700917499998468,1.9e-05,expedientes de trámites laborales
museo,Sofia Irola Rojas.md,google/gemma-2b-it,local,"**informes**eldocumentopertenecealaseriedeinformes,quesondocumentosqueproporcionaninformaciónsobreelestadodeundocumentooprocesoenunmomentodeterminado.",1.2326540000067323,1.3e-05,expedientes de trámites laborales
museo,SOL MNCR-DAF-11DIC2024 Transporte AC.md,google/gemma-2b-it,local,**seriesdocumental:**informes**nombredeldocumento:**informaciónadicionalsalidadelviajeregresodelviaje**descripcióndeldocumento:**informacionessobreelviajedeentregadecajasdecartónalabibliotecapúblicadedesamparados.,1.7333207000046968,1.9e-05,expedientes de trámites laborales
museo,SOL MNCR-DAF-21NOV2024 Traslado de Bienes- Deshumidificador.md,google/gemma-2b-it,local,"**informes**eldocumentopertenecealaseriedocumental""informes"",quesepermitepararegistrarelestadodelosbienesyactivosdelmuseonacionaldecostarica.",1.388582500003395,1.5e-05,expedientes de trámites laborales
museo,SOL MNCR-DAF-22NOV2024 Traslado de Bienes.md,google/gemma-2b-it,local,**seriedocumental:**informes**nombredeldocumento:**proveeduríainstitucional/unidaddeadministracióndebienes**descripcióndeldocumento:**estaseriedocumentalcontieneinformessobrelosbienesquepertenecenalmuseonacionaldecostarica.,2.057121100006043,2.2e-05,expedientes de trámites laborales
museo,SOL MNCR-DAF-AC-17Y18SET2024 Capacitación SIR.md,google/gemma-2b-it,local,"**seriedocumental:gestióninstitucionalderecursoshumanos**eldocumentopertenecealaseriedocumental**gestióninstitucionalderecursoshumanos**,queseenfocaenlagestiónderecursoshumanosenelámbitogubernamental.",1.6479385999991791,1.8e-05,expedientes de trámites laborales
museo,SOL MNCR-DAF-AC-19SET2024 Capacitación SIR.md,google/gemma-2b-it,local,**seriedocumental:informaciónsobrelaconservacióndearchivosfotográficoseimágenesdigitales**estaseriedocumentaldescribelaimportanciadelaconservacióndearchivosfotográficoseimágenesdigitalesenelmuseonacionaldecostarica.,1.549197300002561,1.7e-05,expedientes de trámites laborales
museo,Solicitud vacaciones Sofia Irola 26-07.md,google/gemma-2b-it,local,"laseriedocumentalpermitidaes""informes"".eldocumentodescribeunasolicituddelicenciadecambiodehorario,conlasobservacionesyfechasrelevantes.",1.110577800005558,1.2e-05,expedientes de trámites laborales
museo,SOL_ MNCR-DAF-AC-003-2025_Traslado CPU.md,google/gemma-2b-it,local,**seriesdocumental:**informes**descripcióndeldocumento:**eldocumentocontieneinformaciónsobreunmovimientodeactivosfísicosenelmuseonacionaldecostarica.,1.24543999999878,1.4e-05,solicitudes administrativas
museo,SOL_ MNCR-DAF-AC-006-2025_transporte.md,google/gemma-2b-it,local,**informes**estaseriedocumentalpertenecealtipodeinformaciónde**informes**.,0.8807158999989042,1e-05,solicitudes administrativas
museo,SOL_ MNCR-DAF-AC-007-2025_transporte.md,google/gemma-2b-it,local,**seriesdocumental:**informes**nombredeldocumento:**sol_mncr-daf-ac-007-2025solicituddeserviciodetransporte**descripcióndeldocumento:**estaseriedocumentalcontieneinformaciónsobrelasolicituddeserviciodetransporterealizadaporlapersona,2.121447099998477,2.3e-05,solicitudes administrativas
museo,SOL_ MNCR-DAF-AC-008-2025_transporte.md,google/gemma-2b-it,local,"**seriesdocumental:informesdegestióndocumental**eldocumentopertenecealaseriedocumental""informesdegestióndocumental"",quesededicaalagestióndedocumentosenunainstitución.",1.313023799986695,1.4e-05,solicitudes administrativas
museo,SOL_ MNCR-DAF-AC-009-2025_transporte.md,google/gemma-2b-it,local,**seriesdocumental:**informes**nombredeldocumento:**sol_mncr-daf-ac-009-2025solicituddeserviciodetransporte,1.4611577999894507,1.6e-05,solicitudes administrativas
museo,SOL_ MNCR-DAF-AC-010-2025_transporte.md,google/gemma-2b-it,local,**seriesdocumental:**informesdegestióndedocumentos**nombredeldocumento:**sol_mncr-daf-ac-010-2025solicituddeserviciodetransporte,1.5144020000007004,1.6e-05,solicitudes administrativas
museo,SOL_ MNCR-DAF-AC-011-2025_transporte.md,google/gemma-2b-it,local,**informes**estaseriedocumentalpertenecealtipo**informes**.,0.7762285999924643,8e-06,solicitudes administrativas
museo,SOL_ MNCR-DAF-AC-012-2025_transporte.md,google/gemma-2b-it,local,**seriesdocumental:**informesdeactividadesyeventoseldocumentodescribeunviajedeasistenciaaunaconferenciaytallerconinvitadosexternosenelauditoria.,1.120522500001243,1.2e-05,expedientes de trámites laborales | solicitudes administrativas
museo,SOL_ MNCR-DAF-AC-012-2025_transporte_1.md,google/gemma-2b-it,local,**informes**estaseriedocumentalpertenecealtipode**informes**.,0.8177269000007072,9e-06,expedientes de trámites laborales | solicitudes administrativas
museo,SOL_ MNCR-DAF-AC-014-2025_transporte DAF-AC.md,google/gemma-2b-it,local,"**seriesdocumental:informesdetransporte**eldocumentopertenecealaseriedocumental""informesdetransporte"",quesededicaalagestióndeltransportededocumentosenlamuseonacionaldecostarica.",1.4325167999922996,1.6e-05,solicitudes administrativas
museo,SOL_ MNCR-DAF-AC-015-2025_transporte teatro.md,google/gemma-2b-it,local,**seriesdocumental:**informes**descripcióndeldocumento:**eldocumentocontieneinformaciónsobreunasolicituddeserviciodetransporte.elformatoyelcontenidodeldocumentosonadecuadosparaunaseriedocumentalsobreinformes.,1.5361299999931362,1.7e-05,solicitudes administrativas
museo,SOL_ MNCR-DAF-AC-016-2025_requisicion.md,google/gemma-2b-it,local,**informes**estaseriedocumentalpertenecealtipodedocumento**informes**.,0.8153298000106588,9e-06,solicitudes administrativas
museo,SOL_ MNCR-DAF-AC-017-2025_transporte.md,google/gemma-2b-it,local,**seriesdocumental:**informes**nombredeldocumento:**sol_mncr-daf-ac-017-2025solicituddeserviciodetransporte,1.4579940999974497,1.6e-05,solicitudes administrativas
museo,SOL_ MNCR-DAF-PI-007-2025_ENTREGA DESHUMIFICADORES.md,google/gemma-2b-it,local,**seriesdocumental:**informes**descripción:**eldocumentocontieneinformaciónsobreelestadodelosbienesqueseentregaronalmuseonacionaldecostarica.,1.1652782000019215,1.3e-05,solicitudes administrativas
museo,SOL_MNCR-DAF-AC-001-2025 adelanto viaticos SIR.md,google/gemma-2b-it,local,"**informes**eldocumentopertenecealaseriedeinformes,yaquedescribeunprocesodeinspeccióndedocumentos.",1.082642699999269,1.2e-05,expedientes de trámites laborales
museo,SOL_MNCR-DAF-AC-002-2025 liquidacion viaticos SIR.md,google/gemma-2b-it,local,"**liquidacióndegastosdeviajeenelinteriordelpaís**estaseriedocumentalpertenecealtipo**""informesdeviaje""**.secaracterizaporunformatotabularconinformaciónsobreelviaje,incluyendoelnombredelfuncionario,lafecha,ellugar,elmotivodelviaje,elinicio",2.262483300000895,2.5e-05,expedientes de trámites laborales
museo,SOL_MNCR-DAF-AC-003-2025 traslado CPU.md,google/gemma-2b-it,local,"**informes**eldocumentopertenecealaseriede**informes**,quesepermitepararegistrareventosyactividadesrelevantesenelámbitolaboral.",1.8111691999947648,2e-05,expedientes de trámites laborales
museo,SOL_MNCR-DAF-AC-004-2025 traslado equipos UI.md,google/gemma-2b-it,local,"**seriedocumental:informes**eldocumentopertenecealaseriedocumental""informes"",queserefierealaevaluacióndelaconformidaddelosbienesyserviciosconlosrequisitoslegalesynormativos.",1.7592547000094785,1.9e-05,expedientes de trámites laborales
museo,SOL_MNCR-DAF-AC-005-2025 salida de activos.md,google/gemma-2b-it,local,"**seriedocumental:informes**eldocumentopertenecealaseriedocumental""informes"",queserefierealaevaluacióndelaconformidaddelosbienesyserviciosconlosrequisitoslegalesynormativos.",1.7478857999958564,1.9e-05,expedientes de trámites laborales
museo,SOL_MNCR-DAF-AC-013-2025 grabadora UI.md,google/gemma-2b-it,local,**seriedocumental:**informes**descripcióndeldocumento:**estaseriedocumentalcontieneinformessobreelestadodelosbienesdelmuseonacionaldecostaricadepartamentodeadministraciónyfinanzas.,1.5427598000096625,1.7e-05,expedientes de trámites laborales
museo,SOL_MNCR-DG-UI-118-2025 ACTIVOS A ARCHIVO CENTRAL.md,google/gemma-2b-it,local,"**seriedocumental:informes**eldocumentopertenecealaseriedocumental""informes"",quesededicaalaevaluacióndelaconformidaddelosbienesyserviciosconlosrequisitoslegalesynormativos.",1.788257899999735,1.9e-05,expedientes de trámites laborales
museo,SOL_MNCR-UI-045-2025 Dell Optiplex 3060 Archivo.md,google/gemma-2b-it,local,"**informes**eldocumentopertenecealaseriede**informes**,quesepermitepararegistrarinformaciónsobreelestadodelosbienesyactivosdeldepartamentodeadministraciónyfinanzas.",1.6519929000060074,1.8e-05,expedientes de trámites laborales
museo,SOL_MNCR-UI-079-2025 WebCam Archivo Central.md,google/gemma-2b-it,local,**seriesdocumental:**informes**descripcióndeldocumento:**eldocumentocontieneinformaciónsobrelasolicituddemovimientodeactivosfísicos.,1.0842566000064835,1.2e-05,expedientes de trámites laborales
museo,Taller Pittier Memoria del Mundo VF 6NOV.md,google/gemma-2b-it,local,"**seriedocumental:informes**eldocumentopertenecealaseriedocumental""informes"",queestápermitida.",1.1407521000073757,1.2e-05,expedientes de proyectos y programas institucionales
museo,Traslado de activos Jerry González a Sofía Irola.md,google/gemma-2b-it,local,**seriesdocumental:**informes**nombredeldocumento:**proveeduríainstitucional/unidaddeadministracióndebienesformulariodetrasladodeactivos**descripcióndeldocumento:**formulariodetransferenciadeactivosparalaunidaddeadministracióndebienesinstitucionalesdelmuseonacionaldecostarica.,2.097027000010712,2.3e-05,expedientes de trámites laborales
museo,VACACIONES-Sofia Irola-01JUL2025.md,google/gemma-2b-it,local,**seriesdocumental:**informes**nombredeldocumento:**vacaciones-sofiairola-01jul2025solicituddevacaciones**descripcióndeldocumento:**estaseriedocumentalcontieneinformessobrelasvacacionesdesofiairola-01jul2025.,2.1135137999954168,2.3e-05,expedientes de trámites laborales
museo,VACACIONES-Sofia Irola-09SET2024.md,google/gemma-2b-it,local,"**informes**eldocumentopertenecealaseriedeinformes,yaquedescribeunprocesodeinspección.",0.9205609999917216,1e-05,expedientes de trámites laborales
museo,VACACIONES-Sofia Irola-21-22OCT2025.md,google/gemma-2b-it,local,**seriesdocumental:**informes**nombredeldocumento:**vacaciones-sofiairola-21-22oct2025**descripción:**estedocumentocontieneinformaciónsobrelasvacacionesprogramadasdelempleadosofiairolaeneldepartamentodeadministraciónyfinanzasdelmuseonacionaldecostarica.,2.1264850000006845,2.3e-05,expedientes de trámites laborales
museo,VACACIONES-Sofia Irola-25-27AGO2025.md,google/gemma-2b-it,local,**seriesdocumental:**informes**nombredeldocumento:**vacaciones-sofiairola-25-27ago2025solicituddevacaciones**descripcióndeldocumento:**estaseriedocumentalcontieneinformaciónsobrelasvacacionesprogramadasdelempleadosofiairolaeneldepartamentodeadministracióny,2.154712500007008,2.3e-05,expedientes de trámites laborales
museo,VACACIONES-Sofia Irola-27NOV al 02DIC2024.md,google/gemma-2b-it,local,"'informes'eldocumentopertenecealaseriedeinformes,quesondocumentosqueproporcionaninformaciónsobreelestadodeundocumentooprocesoenunmomentodeterminado.",1.289911400002893,1.4e-05,expedientes de trámites laborales
jurídico,Dictamen OJ-1039-2021.md,google/gemma-2b-it,local,"**seriesdocumental:**sistemadeaplicacionesestudiantiles(sae)**nombredeldocumento:**informaciónpersonaldelosestudiantesdelauniversidaddecostarica**descripcióndeldocumento:**estaseriedocumentalcontieneinformaciónpersonaldelosestudiantesdelauniversidaddecostarica,comonombre,dirección,correoelectrónico,teléfono,etc",2.2508216999995057,2.5e-05,consultoría
jurídico,Dictamen OJ-1041-2023.md,google/gemma-2b-it,local,"**seriesdocumental:**gestióndesesionesdeórganoscolegiados**nombredeldocumento:****dictamenoj-1041-2023****descripción:**estaseriedocumentalcontieneeldictaminaoj-1041-2023,enelcualseestablecequelasgrabaciones",2.279286500008311,2.5e-05,consultoría
jurídico,Dictamen OJ-1069-2023.md,google/gemma-2b-it,local,"laseriedocumentalpermitidaes:**""consultoría""**.eldocumentopertenecealacategoríade**""informesydocumentoslegales""**.",1.2653829000046244,1.4e-05,consultoría
jurídico,Dictamen OJ-1092-2022.md,google/gemma-2b-it,local,"**seriesdocumental:**gestióndelaasambleacolegiadarepresentativa**nombredeldocumento:**dictamenoj-1092-2022**descripcióndeldocumento:**estedocumentocontienelarespuestaalaconsultaez-696-2022,enlaqueseespecificael",2.180377800003044,2.4e-05,consultoría
jurídico,Dictamen OJ-1100-2023.md,google/gemma-2b-it,local,"laseriedocumentalpermitidaes:**""consultoría""**.eldocumentopertenecealacategoríade**""informesymaterialesdegestióndocumental""**.",1.3060760000080336,1.4e-05,consultoría
jurídico,Dictamen OJ-1124-2021.md,google/gemma-2b-it,local,**seriesdocumental:**gestióndeseguridad**nombredeldocumento:**informaciónsobreelaccesoalainformacióndelosfuncionariosdeseguridad**descripcióndeldocumento:**estaseriedocumentalcontieneinformaciónsobreelaccesoalainformacióndelosfuncionariosdeseguridadenlasederodrigofacio.,1.978263000011793,2.2e-05,consultoría
jurídico,Dictamen OJ-15-2026.md,google/gemma-2b-it,local,**seriedocumental:**resoluciónderectoríar-48-2023**categoría:**jurisprudencia**nombredeldocumento:**dictamenoj-15-2026,1.5843334999954095,1.7e-05,consultoría
jurídico,Dictamen OJ-518-2021.md,google/gemma-2b-it,local,"laseriedocumentalpermitidaes:**""gestiónjudicial""**.eldocumentodescribeuncasodeincapacidadmédicaylacorrespondienteprevenciónporpartedelrepresentantepatronal.",1.3263871000090148,1.4e-05,consultoría
jurídico,Dictamen OJ-586-2023.md,google/gemma-2b-it,local,"seriesdocumental:asambleasdefacultadeldocumentopertenecealaseriedocumental""asambleasdefacultad"",yaquedescribelaobligacióndelosmiembrosdelaasambleadefacultaddejustificarsusausenciasalassesionesdelamisma.",1.967311899992637,2.1e-05,consultoría
jurídico,Dictamen OJ-642-2022.md,google/gemma-2b-it,local,"**seriedocumental:**régimendededicaciónexclusiva**nombredeldocumento:**decretodeexcepciónparaelrégimendededicaciónexclusiva**descripcióndeldocumento:**estaseriedocumentaldescribeelrégimendededicaciónexclusivaenlauniversidaddecostarica,asícomolasexcepcionesqueseaplicanalosfuncionariosincorporadosalrégimen",2.4115234999917448,2.6e-05,consultoría
jurídico,Dictamen OJ-917-2023.md,google/gemma-2b-it,local,"laseriedocumentalpermitidaes**""reglasobligatoriasdesalida"".**eldocumentodescribelaobligacióndegrabarlassesionesdeórganoscolegiadosenaudioyvideoyserrespaldadasenunmediodigitalquegaranticesuintegridad.",1.885905399991316,2.1e-05,consultoría
jurídico,Dictamen OJ-992-2023.md,google/gemma-2b-it,local,"seriesdocumental:**gestiónlegalyadministrativo**eldocumentopertenecealaseriedocumental**""gestiónlegalyadministrativo""**,queseenfocaentemasrelacionadosconlagestiónlegalyadministrativeenlasinstitucionespúblicas.",1.7522995000035737,1.9e-05,consultoría
jurídico,Opinión Jurídica OJ-211-2024.md,google/gemma-2b-it,local,"seriesdocumental:**derecholaboral**eldocumentopertenecealaseriedocumentalsobreelderecholaboral,yaqueserelacionaconelotorgamientodepermisosparaestudiarytrabajar.",1.5052872000087518,1.6e-05,consultoría
jurídico,Opinión Jurídica OJ-26-2026.md,google/gemma-2b-it,local,**seriedocumental:**educacióntecnológica**nombredeldocumento:**opiniónjurídicasobreelproyectodeleydeproteccióndelaspersonasycreacionesartísticasenentornosdigitales**descripcióndeldocumento:**esunaopiniónjurídicaqueexploralaposibilidaddelaexcepcióndelasmedidassancionatoriasenelproyectodeleydeprotecciónde,2.3108264000038616,2.5e-05,consultoría
jurídico,Opinión Jurídica OJ-510-2025.md,google/gemma-2b-it,local,"lacategoríaalaqueperteneceeldocumentoes**""opiniónjurídica""**.",0.6601183999882778,7e-06,consultoría
jurídico,Opinión Jurídica OJ-99-2024.md,google/gemma-2b-it,local,seriesdocumental:**consultoría**nombredeldocumento:**opiniónjurídicaoj-99-2024**,1.1855061000096612,1.3e-05,consultoría
museo,001_Lineamientos para la eliminación de documentos MNCR.md,Qwen/Qwen3.5-2B,local,informes,2.806980299996212,3.1e-05,instrumentos técnicos archivísticos
museo,002_Lineamientos para la transferencia de documentos al AC.md,Qwen/Qwen3.5-2B,local,informes,1.0555262999987465,1.1e-05,instrumentos técnicos archivísticos
museo,003_Lineamientos gestión de documentos MNCR.md,Qwen/Qwen3.5-2B,local,informes,0.9926057999982733,1.1e-05,instrumentos técnicos archivísticos
museo,004_Instructivo Cuadro de clasificación MNCR.md,Qwen/Qwen3.5-2B,local,informes,0.9842091000027722,1.1e-05,instrumentos técnicos archivísticos
museo,40-2025 MN Sofía Irola Rojas.md,Qwen/Qwen3.5-2B,local,informes,1.0179350999969756,1.1e-05,expedientes de trámites laborales
museo,76-2025 MN Sofía Irola Rojas 1.md,Qwen/Qwen3.5-2B,local,informes,1.0172186999989208,1.1e-05,expedientes de trámites laborales
museo,AC-2024-I-001 informe agosto.md,Qwen/Qwen3.5-2B,local,informes,0.935303499994916,1e-05,informes
museo,AC-2024-O-001.md,Qwen/Qwen3.5-2B,local,informes,0.9015552999917418,1e-05,correspondencia
museo,AC-2024-O-002 Remision de diagnostico.md,Qwen/Qwen3.5-2B,local,informes,1.0568213000078686,1.2e-05,instrumentos técnicos archivísticos
museo,AC-2024-O-003 Cised.md,Qwen/Qwen3.5-2B,local,informes,0.9205701000028056,1e-05,correspondencia
museo,ACT MNCR-DAF-AC-001-2024 Servicios Generales.md,Qwen/Qwen3.5-2B,local,informes,1.0922492999961833,1.2e-05,instrumentos técnicos archivísticos
museo,ACT MNCR-DAF-AC-002-2024 Financiero Contable.md,Qwen/Qwen3.5-2B,local,informes,1.0901736000087112,1.2e-05,instrumentos técnicos archivísticos
museo,AI-2024-As-10 Informacion sobre CISED.md,Qwen/Qwen3.5-2B,local,informes,0.9313640000036684,1e-05,correspondencia
museo,ASISTENCIA- Sofía Irola-07MAR2025.md,Qwen/Qwen3.5-2B,local,informes,0.8832622999907471,1e-05,expedientes de trámites laborales
museo,ASISTENCIA- Sofía Irola-10DIC2025.md,Qwen/Qwen3.5-2B,local,informes,0.8803163999982644,1e-05,expedientes de trámites laborales
museo,ASISTENCIA- Sofía Irola-15JUL2025.md,Qwen/Qwen3.5-2B,local,informes,0.909873399999924,1e-05,expedientes de trámites laborales
museo,ASISTENCIA- Sofía Irola-16ABR2025.md,Qwen/Qwen3.5-2B,local,informes,0.9112498000031336,1e-05,expedientes de trámites laborales
museo,ASISTENCIA- Sofía Irola-16JUL2025.md,Qwen/Qwen3.5-2B,local,informes,0.9156082999979844,1e-05,expedientes de trámites laborales
museo,ASISTENCIA- Sofía Irola-17OCT2025.md,Qwen/Qwen3.5-2B,local,informes,0.8670715000043856,9e-06,expedientes de trámites laborales
museo,ASISTENCIA- Sofía Irola-18FEB2025.md,Qwen/Qwen3.5-2B,local,informes,0.9431123999966076,1e-05,expedientes de trámites laborales
museo,ASISTENCIA- Sofía Irola-18JUN2025.md,Qwen/Qwen3.5-2B,local,informes,0.8766401000029873,1e-05,expedientes de trámites laborales
museo,ASISTENCIA- Sofía Irola-19FEB2025.md,Qwen/Qwen3.5-2B,local,informes,0.8778029999957653,1e-05,expedientes de trámites laborales
museo,ASISTENCIA- Sofía Irola-20 y 24JUN2025.md,Qwen/Qwen3.5-2B,local,informes,0.8877582999994047,1e-05,expedientes de trámites laborales
museo,ASISTENCIA- Sofía Irola-20y21FEB2025.md,Qwen/Qwen3.5-2B,local,informes,0.8858786000055261,1e-05,expedientes de trámites laborales
museo,ASISTENCIA- Sofía Irola-22ABR2025.md,Qwen/Qwen3.5-2B,local,informes,0.8844360999937635,1e-05,expedientes de trámites laborales
museo,ASISTENCIA- Sofía Irola-23SET2025.md,Qwen/Qwen3.5-2B,local,informes,0.90800309999031,1e-05,expedientes de trámites laborales
museo,ASISTENCIA- Sofía Irola-28-30JUL2025.md,Qwen/Qwen3.5-2B,local,informes,0.8597328000032576,9e-06,expedientes de trámites laborales
museo,ASISTENCIA-Sofia Irola-01NOV2024.md,Qwen/Qwen3.5-2B,local,solicitudesadministrativas,0.923685999994632,1e-05,expedientes de trámites laborales
museo,ASISTENCIA-Sofia Irola-05y08NOV2024.md,Qwen/Qwen3.5-2B,local,informes,0.8265268999966793,9e-06,expedientes de trámites laborales
museo,ASISTENCIA-SOFIA IROLA-06DIC2024.md,Qwen/Qwen3.5-2B,local,solicitudesadministrativas,0.9026345000020228,1e-05,expedientes de trámites laborales
museo,ASISTENCIA-Sofia Irola-06y10SET2024.md,Qwen/Qwen3.5-2B,local,solicitudesadministrativas,0.8941209000040544,1e-05,expedientes de trámites laborales
museo,ASISTENCIA-Sofia Irola-10y11DIC2024.md,Qwen/Qwen3.5-2B,local,solicitudesadministrativas,0.9162439000065206,1e-05,expedientes de trámites laborales
museo,ASISTENCIA-Sofia Irola-12DIC2024.md,Qwen/Qwen3.5-2B,local,solicitudesadministrativas,0.7761344000027748,8e-06,expedientes de trámites laborales
museo,ASISTENCIA-Sofia Irola-15y21ENE2025.md,Qwen/Qwen3.5-2B,local,solicitudesadministrativas,0.8890489000041271,1e-05,expedientes de trámites laborales
museo,ASISTENCIA-Sofia Irola-16-19DIC2024.md,Qwen/Qwen3.5-2B,local,informes,0.8718777999893064,9e-06,expedientes de trámites laborales
museo,ASISTENCIA-Sofia Irola-17al19SET2024.md,Qwen/Qwen3.5-2B,local,solicitudesadministrativas,0.9691027000080794,1.1e-05,expedientes de trámites laborales
museo,ASISTENCIA-Sofia Irola-18OCT2024.md,Qwen/Qwen3.5-2B,local,solicitudesadministrativas,0.9093806000018958,1e-05,expedientes de trámites laborales
museo,ASISTENCIA-Sofia Irola-19NOV2024.md,Qwen/Qwen3.5-2B,local,solicitudesadministrativas,0.9171310999954584,1e-05,expedientes de trámites laborales
museo,ASISTENCIA-Sofia Irola-22NOV2024.md,Qwen/Qwen3.5-2B,local,solicitudesadministrativas,1.0206982000090647,1.1e-05,expedientes de trámites laborales
museo,ASISTENCIA-Sofia Irola-26SET2024.md,Qwen/Qwen3.5-2B,local,solicitudesadministrativas,0.904591699989396,1e-05,expedientes de trámites laborales
museo,Boleta de Capacitación SIR.md,Qwen/Qwen3.5-2B,local,informes,1.0159836000093492,1.1e-05,expedientes de trámites laborales
museo,Capacitacion SIR_JUL2025.md,Qwen/Qwen3.5-2B,local,informes,1.199007499992149,1.3e-05,expedientes de trámites laborales
museo,Capacitación más 12 horas Sofia Irola.md,Qwen/Qwen3.5-2B,local,informes,1.044317699997919,1.1e-05,expedientes de trámites laborales
museo,Capacitación SIR 7MAR.md,Qwen/Qwen3.5-2B,local,informes,0.934245700002066,1e-05,expedientes de trámites laborales
museo,Capacitación SIR MICITT.md,Qwen/Qwen3.5-2B,local,informes,0.9461616999906256,1e-05,expedientes de trámites laborales
museo,CARTA-DGAN-DG-412-2025 Respuesta OFI MNCR-DAF-AC-015-2025.md,Qwen/Qwen3.5-2B,local,informes,0.8652633000019705,9e-06,correspondencia
museo,CE-17SET2024-Ifigenia Quintanilla Participacion en Comite nacional.md,Qwen/Qwen3.5-2B,local,informes,1.0822459000046365,1.2e-05,correspondencia
museo,CE-Grettel Monge-14AGO2025.md,Qwen/Qwen3.5-2B,local,informes,1.3255523999978325,1.4e-05,expedientes de proyectos y programas institucionales
